yearCombine,idPlayer,nameFirst,nameLast,namePlayer,slugPosition,heightWOShoesInches,heightWOShoes,weightLBS,wingspanInches,wingspan,reachStandingInches,reachStandingO,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,heightWShoes,lengthHandInches,widthHandInches,timeModifiedLaneAgility,setSpot15CornerLeft,setSpot15BreakLeft,setSpot15TopKey,setSpot15BreakRight,setSpot15CornerRight,setSpot15CornerLeftCollege,setSpot15BreakLeftCollege,setSpot15TopKeyCollege,setSpot15BreakRightCollege,setSpot15CornerRightCollege,setSpot15CornerLeftNBA,setSpot15BreakLeftNBA,setSpot15TopKeyNBA,setSpotBreakRightNBA,setSpotCornerRightNBA,setSpot15CornerLeftMade,setSpot15CornerLeftAttempted,setSpot15CornerLeftPct,setSpot15BreakLeftMade,setSpot15BreakLeftAttempted,setSpot15BreakLeftPct,setSpot15TopKeyMade,setSpot15TopKeyAttempted,setSpot15TopKeyPct,setSpot15BreakRightMade,setSpot15BreakRightAttempted,setSpot15BreakRightPct,setSpot15CornerRightMade,setSpot15CornerRightAttempted,setSpot15CornerRightPct,setSpot15CornerLeftCollegeMade,setSpot15CornerLeftCollegeAttempted,setSpot15CornerLeftCollegePct,setSpot15BreakLeftCollegeMade,setSpot15BreakLeftCollegeAttempted,setSpot15BreakLeftCollegePct,setSpot15TopKeyCollegeMade,setSpot15TopKeyCollegeAttempted,setSpot15TopKeyCollegePct,setSpot15BreakRightCollegeMade,setSpot15BreakRightCollegeAttempted,setSpot15BreakRightCollegePct,setSpot15CornerRightCollegeMade,setSpot15CornerRightCollegeAttempted,setSpot15CornerRightCollegePct,setSpot15CornerLeftNBAMade,setSpot15CornerLeftNBAAttempted,setSpot15CornerLeftNBAPct,setSpot15BreakLeftNBAMade,setSpot15BreakLeftNBAAttempted,setSpot15BreakLeftNBAPct,setSpot15TopKeyNBAMade,setSpot15TopKeyNBAAttempted,setSpot15TopKeyNBAPct,setSpotBreakRightNBAMade,setSpotBreakRightNBAAttempted,setSpotBreakRightNBAPct,setSpotCornerRightNBAMade,setSpotCornerRightNBAAttempted,setSpotCornerRightNBAPct,setOffDrib15BreakLeft,setSpotOffDrib15TopKey,setOffDrib15BreakRight,setOnMove15,setOnMoveCollege,setOffDrib15BreakLeftMade,setOffDrib15BreakLeftAttempted,setOffDrib15BreakLeftPct,setSpotOffDrib15TopKeyMade,setSpotOffDrib15TopKeyAttempted,setSpotOffDrib15TopKeyPct,setOffDrib15BreakRightMade,setOffDrib15BreakRightAttempted,setOffDrib15BreakRightPct,setOnMove15Made,setOnMove15Attempted,setOnMove15Pct,setOnMoveCollegeMade,setOnMoveCollegeAttempted,setOnMoveCollegePct,setOffDribBreakLeftCollege,setOffDribTopKeyCollege,setOffDribBreakRightCollege,setOffDribBreakLeftCollegeMade,setOffDribBreakLeftCollegeAttempted,setOffDribBreakLeftCollegePct,setOffDribTopKeyCollegeMade,setOffDribTopKeyCollegeAttempted,setOffDribTopKeyCollegePct,setOffDribBreakRightCollegeMade,setOffDribBreakRightCollegeAttempted,setOffDribBreakRightCollegePct
2013,203114,Khris,Middleton,Khris Middleton,SF,78.75,6' 6.75'',216.2,82.75,6' 10.75'',103,8' 7'',28,31,11.450000000000001,3.4699999999999998,4,7.8,80.25,6' 8.25'',9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203121,Darius,Miller,Darius Miller,SF-SG,78,6' 6'',233.4,81,6' 9'',101,8' 5'',33,37,11.34,3.3099999999999996,14,7.5,79.5,6' 7.5'',8.5,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203113,Quincy,Miller,Quincy Miller,SF,80.75,6' 8.75'',218.7,85.25,7' 1.25'',105,8' 9'',30.5,36,11.05,3.48,8,7.8,82,6' 10'',9.25,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203183,Tony,Mitchell,Tony Mitchell,SG,77.25,6' 5.25'',216.4,82,6' 10'',100,8' 4'',31.5,40,11.719999999999999,3.4699999999999998,14,5.7,78.25,6' 6.25'',8.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203102,Arnett,Moultrie,Arnett Moultrie,PF,81.5,6' 9.5'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',33.5,37.5,11.32,3.22,10,7.7,82.75,6' 10.75'',9.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203122,Kevin,Murphy,Kevin Murphy,SG,77,6' 5'',194,78.75,6' 6.75'',99,8' 3'',31,36.5,10.97,3.42,11,5.8,78.25,6' 6.25'',8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203094,Andrew,Nicholson,Andrew Nicholson,PF,80.5,6' 8.5'',234,88,7' 4'',107,8' 11'',28.5,30.5,11.89,3.67,10,7.6,81.5,6' 9.5'',10,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203124,Kyle,O'Quinn,Kyle O'Quinn,PF,80.5,6' 8.5'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',31.5,31.5,11.65,3.53,,8,82,6' 10'',9.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203101,Miles,Plumlee,Miles Plumlee,PF-C,82.5,6' 10.5'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',34,40.5,10.639999999999999,3.36,15,11.4,83.75,6' 11.75'',9.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203085,Austin,Rivers,Austin Rivers,SG-PG,75.5,6' 3.5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',32.5,37.5,11.54,3.32,1,6.2,77,6' 5'',8.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203080,Thomas,Robinson,Thomas Robinson,PF,79.75,6' 7.75'',244.2,87.25,7' 3.25'',106,8' 10'',28.5,35.5,11.96,3.17,15,5,80.75,6' 8.75'',9.75,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203082,Terrence,Ross,Terrence Ross,SG-SF,78,6' 6'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',31,37.5,11.78,3.2800000000000002,2,3.2,79,6' 7'',8.75,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203107,Tomas,Satoransky,Tomas Satoransky,PG-SG,78.5,6' 6.5'',200.6,79.25,6' 7.25'',100,8' 4'',,,,,,5.2,79.5,6' 7.5'',8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203118,Mike,Scott,Mike Scott,PF,79.25,6' 7.25'',240.8,82.75,6' 10.75'',104,8' 8'',27,32.5,11.59,3.44,14,10.6,80.75,6' 8.75'',8.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203156,Henry,Sims,Henry Sims,C-PF,82,6' 10'',241.2,88,7' 4'',108,9' 0'',26.5,29.5,12.33,3.44,7,7.7,83.75,6' 11.75'',9.25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203096,Jared,Sullinger,Jared Sullinger,PF,79.75,6' 7.75'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',29.5,31,12.77,3.8099999999999996,9,10.7,81,6' 9'',9.25,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203106,Jeff,Taylor,Jeff Taylor,SF-SG,78,6' 6'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',33.5,40,10.870000000000001,3.29,15,4.2,79.25,6' 7.25'',8.25,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',177,78.25,6' 6.25'',97.5,8' 1.5'',32,36.5,11.48,3.2,0,4.2,76,6' 4'',8.75,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,12507,Jordan,Taylor,Jordan Taylor,PG,73,6' 1'',192.8,75,6' 3'',92.5,7' 8.5'',33,36.5,10.57,3.19,14,5.5,74,6' 2'',8.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203104,Marquis,Teague,Marquis Teague,PG,73,6' 1'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',32.5,40.5,10.65,3.19,8,6.3,74,6' 2'',8.25,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203138,Hollis,Thompson,Hollis Thompson,SF,78.75,6' 6.75'',206,81.5,6' 9.5'',102.5,8' 6.5'',28.5,36.5,11.719999999999999,3.38,6,6,80,6' 8'',8.25,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203079,Dion,Waiters,Dion Waiters,SG,74.5,6' 2.5'',221,79.25,6' 7.25'',98,8' 2'',,,,,,8.5,76,6' 4'',8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203091,Royce,White,Royce White,PF,79,6' 7'',260.6,84,7' 0'',104.5,8' 8.5'',,,,,,10.6,80,6' 8'',9.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203100,Tony,Wroten,Tony Wroten,PG,76.75,6' 4.75'',203.2,81,6' 9'',101,8' 5'',30,35.5,10.75,3.24,0,5.2,78,6' 6'',8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203092,Tyler,Zeller,Tyler Zeller,PF-C,83.25,6' 11.25'',247.4,84,7' 0'',104.5,8' 8.5'',30,34,11.129999999999999,3.4,16,6.4,84.5,7' 0.5'',9,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203500,Steven,Adams,Steven Adams,C,82.75,6' 10.75'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',28.5,33,11.850000000000001,3.4,16,6.6499999999999995,84,7' 0'',9.5,11,3.02,4-5,3-5,4-5,4-5,3-5,,,,,,2-5,2-5,2-5,3-5,2-5,4,5,0.8,3,5,0.6,4,5,0.8,4,5,0.8,3,5,0.6,,,,,,,,,,,,,,,,2,5,0.4,2,5,0.4,2,5,0.4,3,5,0.6,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203505,Vander,Blue,Vander Blue,SG,75.5,6' 3.5'',197.4,78,6' 6'',100.5,8' 4.5'',28,37.5,10.4,3.14,4,4.6,77.25,6' 5.25'',8.5,9.5,2.7,,,,,,2-5,3-5,3-5,4-5,4-5,2-5,4-5,4-5,3-5,3-5,,,,,,,,,,,,,,,,2,5,0.4,3,5,0.6,3,5,0.6,4,5,0.8,4,5,0.8,2,5,0.4,4,5,0.8,4,5,0.8,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203485,Lorenzo,Brown,Lorenzo Brown,PG,76,6' 4'',189.2,79,6' 7'',100,8' 4'',28,34,11.78,3.4,8,3.9499999999999997,77.25,6' 5.25'',8.25,8.5,3.24,,,,,,3-5,1-5,3-5,4-5,4-5,3-5,1-5,4-5,1-5,4-5,,,,,,,,,,,,,,,,3,5,0.6,1,5,0.2,3,5,0.6,4,5,0.8,4,5,0.8,3,5,0.6,1,5,0.2,4,5,0.8,1,5,0.2,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203493,Reggie,Bullock,Reggie Bullock,SG-SF,77.75,6' 5.75'',199.8,80.75,6' 8.75'',102,8' 6'',31,36.5,11.33,3.3099999999999996,11,6.95,79,6' 7'',8.5,9,3.3,,,,,,2-5,5-5,3-5,5-5,4-5,2-5,5-5,2-5,4-5,4-5,,,,,,,,,,,,,,,,2,5,0.4,5,5,1,3,5,0.6,5,5,1,4,5,0.8,2,5,0.4,5,5,1,2,5,0.4,4,5,0.8,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203504,Trey,Burke,Trey Burke,PG,71.75,5' 11.75'',187,77.5,6' 5.5'',97.5,8' 1.5'',29.5,36.5,11.2,3.16,3,6.9,73.25,6' 1.25'',8.25,8.75,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,6' 4.5'',203.6,80,6' 8'',100.5,8' 4.5'',29,34.5,10.6,3.12,7,6.45,77.5,6' 5.5'',8.5,9,3.2,,,,,,2-5,3-5,2-5,3-5,3-5,1-5,3-5,4-5,2-5,3-5,,,,,,,,,,,,,,,,2,5,0.4,3,5,0.6,2,5,0.4,3,5,0.6,3,5,0.6,1,5,0.2,3,5,0.6,4,5,0.8,2,5,0.4,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203477,Isaiah,Canaan,Isaiah Canaan,PG,71,5' 11'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',33,40.5,10.98,3.22,16,5.9,72,6' 0'',8.25,9.5,2.8899999999999997,,,,,,3-5,2-5,2-5,4-5,4-5,4-5,2-5,3-5,3-5,4-5,,,,,,,,,,,,,,,,3,5,0.6,2,5,0.4,2,5,0.4,4,5,0.8,4,5,0.8,4,5,0.8,2,5,0.4,3,5,0.6,3,5,0.6,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203478,Jackie,Carmichael,Jackie Carmichael,PF,79.5,6' 7.5'',241.2,85.5,7' 1.5'',107,8' 11'',30,32,11.83,3.3499999999999996,13,5.8,81,6' 9'',9,10.25,3.07,2-5,3-5,5-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,,,,,,2,5,0.4,3,5,0.6,5,5,1,4,5,0.8,3,5,0.6,2,5,0.4,2,5,0.4,4,5,0.8,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,6' 4.75'',184.4,79.25,6' 7.25'',101,8' 5'',31.5,41,10.68,3.22,8,4.4,77.75,6' 5.75'',7.5,8.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12524,Will,Clyburn,Will Clyburn,SF-SG,77.75,6' 5.75'',210.4,84.25,7' 0.25'',105,8' 9'',28,34.5,11.68,3.38,3,6.85,79,6' 7'',9.25,10.25,3.12,,,,,,3-5,4-5,1-5,1-5,5-5,1-5,4-5,4-5,5-5,3-5,,,,,,,,,,,,,,,,3,5,0.6,4,5,0.8,1,5,0.2,1,5,0.2,5,5,1,1,5,0.2,4,5,0.8,4,5,0.8,5,5,1,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203496,Robert,Covington,Robert Covington,SF-PF,78.25,6' 6.25'',208.6,85.75,7' 1.75'',106,8' 10'',29.5,36,11.69,3.34,9,4.7,79.5,6' 7.5'',9,8.5,3.1,3-5,2-5,4-5,5-5,4-5,,,,,,4-5,2-5,3-5,2-5,4-5,3,5,0.6,2,5,0.4,4,5,0.8,5,5,1,4,5,0.8,,,,,,,,,,,,,,,,4,5,0.8,2,5,0.4,3,5,0.6,2,5,0.4,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203459,Allen,Crabbe,Allen Crabbe,SG,77.25,6' 5.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',30.5,36,10.67,3.32,10,4.6499999999999995,78.25,6' 6.25'',8.25,8.5,3.1,,,,,,5-5,2-5,4-5,4-5,3-5,3-5,3-5,4-5,5-5,2-5,,,,,,,,,,,,,,,,5,5,1,2,5,0.4,4,5,0.8,4,5,0.8,3,5,0.6,3,5,0.6,3,5,0.6,4,5,0.8,5,5,1,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203552,Seth,Curry,Seth Curry,SG,73,6' 1'',179.2,76,6' 4'',97.5,8' 1.5'',,,,,,9.6,75,6' 3'',8,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203561,Brandon,Davies,Brandon Davies,PF,80.5,6' 8.5'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',26,31.5,11.219999999999999,3.5,7,8.6,82.25,6' 10.25'',9,11,3.14,3-5,3-5,4-5,3-5,4-5,1-5,4-5,2-5,3-5,3-5,,,,,,3,5,0.6,3,5,0.6,4,5,0.8,3,5,0.6,4,5,0.8,1,5,0.2,4,5,0.8,2,5,0.4,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203473,Dewayne,Dedmon,Dewayne Dedmon,C,82,6' 10'',238.8,88,7' 4'',109,9' 1'',28,32.5,12.75,3.4,8,8.350000000000001,83.5,6' 11.5'',9,11,3.2600000000000002,1-5,2-5,2-5,5-5,3-5,2-5,1-5,4-5,3-5,3-5,,,,,,1,5,0.2,2,5,0.4,2,5,0.4,5,5,1,3,5,0.6,2,5,0.4,1,5,0.2,4,5,0.8,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203476,Gorgui,Dieng,Gorgui Dieng,C,81.75,6' 9.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',,,,,,5.35,82.75,6' 10.75'',9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203516,James,Ennis,James Ennis,SF,77.75,6' 5.75'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',29.5,36.5,11.55,3.4,7,4.5,79,6' 7'',8.5,8.75,3.06,,,,,,2-5,4-5,3-5,3-5,2-5,2-5,3-5,2-5,5-5,4-5,,,,,,,,,,,,,,,,2,5,0.4,4,5,0.8,3,5,0.6,3,5,0.6,2,5,0.4,2,5,0.4,3,5,0.6,2,5,0.4,5,5,1,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203467,Carrick,Felix,Carrick Felix,SF-SG,76.75,6' 4.75'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',32,38.5,11.16,3.25,15,3.3,78.25,6' 6.25'',8.5,9.5,3.09,,,,,,,,,,,4-5,4-5,1-5,4-5,2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0.8,4,5,0.8,1,5,0.2,4,5,0.8,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203479,Jamaal,Franklin,Jamaal Franklin,SG-SF,76,6' 4'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',,,,,,8.25,77.25,6' 5.25'',8.5,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203497,Rudy,Gobert,Rudy Gobert,C,84.5,7' 0.5'',237.6,92.5,7' 8.5'',115,9' 7'',25,29,12.850000000000001,3.57,7,4.4,86,7' 2'',9.75,10,3.19,3-5,3-5,4-5,4-5,2-5,,,,,,,,,,,3,5,0.6,3,5,0.6,4,5,0.8,4,5,0.8,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203462,Archie,Goodwin,Archie Goodwin,SG,75.75,6' 3.75'',189,81.5,6' 9.5'',102,8' 6'',30,36,10.75,3.27,1,4.55,77.25,6' 5.25'',8.5,9,3.4099999999999997,,,,,,3-5,5-5,2-5,2-5,4-5,3-5,1-5,3-5,3-5,0-5,,,,,,,,,,,,,,,,3,5,0.6,5,5,1,2,5,0.4,2,5,0.4,4,5,0.8,3,5,0.6,1,5,0.2,3,5,0.6,3,5,0.6,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203475,Erick,Green,Erick Green,PG,73.5,6' 1.5'',178.2,77.75,6' 5.75'',98,8' 2'',,,,,5,4.35,75,6' 3'',8.5,9,,,,,,,2-5,4-5,1-5,4-5,3-5,3-5,3-5,1-5,3-5,3-5,,,,,,,,,,,,,,,,2,5,0.4,4,5,0.8,1,5,0.2,4,5,0.8,3,5,0.6,3,5,0.6,3,5,0.6,1,5,0.2,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,76.5,6' 4.5'',199.4,79,6' 7'',101,8' 5'',31.5,37.5,10.68,3.25,16,6.05,78.25,6' 6.25'',8,9.25,2.9299999999999997,,,,,,2-5,4-5,5-5,3-5,1-5,3-5,5-5,5-5,4-5,2-5,,,,,,,,,,,,,,,,2,5,0.4,4,5,0.8,5,5,1,3,5,0.6,1,5,0.2,3,5,0.6,5,5,1,5,5,1,4,5,0.8,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203524,Solomon,Hill,Solomon Hill,SF,77.5,6' 5.5'',226,81,6' 9'',103,8' 7'',29.5,37.5,10.77,3.19,14,7.6,79,6' 7'',9,10.5,2.9099999999999997,,,,,,4-5,3-5,2-5,2-5,4-5,4-5,4-5,3-5,3-5,3-5,,,,,,,,,,,,,,,,4,5,0.8,3,5,0.6,2,5,0.4,2,5,0.4,4,5,0.8,4,5,0.8,4,5,0.8,3,5,0.6,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203494,Richard,Howell,Richard Howell,PF,78.25,6' 6.25'',249.6,82.25,6' 10.25'',105.5,8' 9.5'',,,,,,8.75,79.5,6' 7.5'',8.75,9.5,,3-5,2-5,4-5,3-5,2-5,3-5,1-5,3-5,1-5,0-5,,,,,,3,5,0.6,2,5,0.4,4,5,0.8,3,5,0.6,2,5,0.4,3,5,0.6,1,5,0.2,3,5,0.6,1,5,0.2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203470,Colton,Iverson,Colton Iverson,C,82.5,6' 10.5'',262.8,86,7' 2'',110,9' 2'',26.5,30,11.52,3.52,12,9.6,84,7' 0'',9.25,9.5,3.04,1-5,2-5,4-5,3-5,2-5,3-5,2-5,1-5,2-5,2-5,,,,,,1,5,0.2,2,5,0.4,4,5,0.8,3,5,0.6,2,5,0.4,3,5,0.6,2,5,0.4,1,5,0.2,2,5,0.4,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203510,Pierre,Jackson,Pierre Jackson,PG,69.5,5' 9.5'',176,70,5' 10'',90,7' 6'',,,,,,4.5,70.5,5' 10.5'',7.5,8.25,,,,,,,3-5,3-5,2-5,3-5,2-5,1-5,4-5,2-5,2-5,4-5,,,,,,,,,,,,,,,,3,5,0.6,3,5,0.6,2,5,0.4,3,5,0.6,2,5,0.4,1,5,0.2,4,5,0.8,2,5,0.4,2,5,0.4,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203511,Grant,Jerrett,Grant Jerrett,PF,80.75,6' 8.75'',232,86,7' 2'',109,9' 1'',28.5,34,11.850000000000001,3.51,2,10.05,82.25,6' 10.25'',8.5,9.25,3.23,5-5,4-5,4-5,4-5,3-5,,,,,,5-5,4-5,1-5,4-5,2-5,5,5,1,4,5,0.8,4,5,0.8,4,5,0.8,3,5,0.6,,,,,,,,,,,,,,,,5,5,1,4,5,0.8,1,5,0.2,4,5,0.8,2,5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203509,Myck,Kabongo,Myck Kabongo,PG,73.25,6' 1.25'',180.4,78.25,6' 6.25'',98,8' 2'',27.5,33.5,10.639999999999999,3.44,2,6,74.75,6' 2.75'',8.25,9,2.86,,,,,,1-5,2-5,4-5,2-5,2-5,1-5,2-5,1-5,0-5,1-5,,,,,,,,,,,,,,,,1,5,0.2,2,5,0.4,4,5,0.8,2,5,0.4,2,5,0.4,1,5,0.2,2,5,0.4,1,5,0.2,0,5,0,1,5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
